nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Nicolas,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Laurent,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Jean-daniel,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Mourad,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Aziz,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Simone,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Ludivine,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Sweat,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Sacha,Suiza,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Céline,Francia,0,Le séjour s est tres bien passé,None,None,"8,0",Hotel,París," 8,4 "
Romain,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Valerie,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Ndeye,Suiza,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Soufiane,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Céline,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Chloé,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Joelle,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Sebastien,Francia,0,"Bon hôtel, bien placé. Personnel de l accueil très agréable et à l ecoute",None,None,"8,0",Hotel,París," 8,4 "
Sarah,Bélgica,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Alain,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Christiane,Bélgica,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Gabriel,Bélgica,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Vendeta,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Alain,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Raja,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Perrine,Países Bajos,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Besarta,Noruega,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Xavier,Suiza,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Daniel,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Estelle,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Titi,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Walid,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Lovasoa,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Maryam,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Laurence,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Marie,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Mélanie,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Maria,Suiza,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Sébastien,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Geremie,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Samuel,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Bertrand,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Hanafi,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Johan,Bélgica,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Dominique,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Eliphas,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Philippe,Francia,1,Fabuloso,None,None,"8,8",Hotel,París," 8,4 "
Laetitia,España,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Quentin,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,4 "
Sylvain,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Carole,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,4 "
Benoit,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Marion,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Salim,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
Jeoffrey,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Philippe,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,4 "
M,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Gerald,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Michele,Suiza,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
Philippe,Suiza,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Katia,Argelia,0,Bien,None,None,"7,0",Hotel,París," 8,4 "
Cédric,Francia,0,Bien,None,None,"7,1",Hotel,París," 8,4 "
Jennifer,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,4 "
Khalid,Marruecos,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Najib,Marruecos,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
Jessi,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
Frédéric,Guadalupe,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Danie,Bélgica,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Eduardo,Francia,0,Team building a paris avec notre équipe,None,None,"8,8",Hotel,París," 8,4 "
Laurent,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,4 "
Pauline,Bélgica,0,Bien,None,None,"7,9",Hotel,París," 8,4 "
Fabien,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Mrhc,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,4 "
Ronny,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
André,None,0,Bien,None,None,"7,9",Hotel,París," 8,4 "
Bruno,Reunión,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Jerome,Francia,0,"Très bien placé, très agréable et calme",None,None,"9,2",Hotel,París," 8,4 "
Yves,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Stephanie,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Annick,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Marie,Francia,0,Excellent séjour!,None,None,"9,6",Hotel,París," 8,4 "
Patrick,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
Romain,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,4 "
Emmanuelle,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Paulo,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,4 "
Nadira,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,4 "
Jean-françois,Mónaco,0,Agreable mais salle de bain et WC trop petite.,None,None,"7,5",Hotel,París," 8,4 "
Khalid,Marruecos,0,Fantástico,None,None,"9,2",Hotel,París," 8,4 "
Yiping,Francia,0,Aceptable,None,None,"5,0",Hotel,París," 8,4 "
Lee,Francia,0,Decepcionante,None,None,"4,0",Hotel,París," 8,4 "
Jules,Francia,0,Excepcional,None,None,10,Hotel,París," 8,4 "
Dorota,Luxemburgo,0,Agradable,None,None,"6,0",Hotel,París," 8,4 "
Ouddaouch,Alemania,0,Excepcional,None,None,10,Hotel,París," 8,4 "
Armelle,Francia,0,Excepcional,None,None,10,Hotel,París," 8,4 "
Nathalie,Alemania,1,Parfait,"L’hôtel est très bien placé. Le personnel super aimable, et la chambre au top ! Je recommande vivement cet hôtel et je reviendrais !",None,10,Hotel,París," 7,4 "
Claude,Francia,0,Muy bien,None,Parking et petit-déjeuner,"8,0",Hotel,París," 7,4 "
Eric,Francia,0,Muy bien,La chambre spatieuse.,"Le petit déjeuner .
Actuellement uniquement en chambre .
Aucun choix.","8,0",Hotel,París," 7,4 "
Leyla,Suiza,0,Topissime,"Emplacement au top, personnel très sympa et chambre magnifique",None,"8,0",Hotel,París," 7,4 "
Sebahat,Francia,0,Devraient ameliorer les chambres et ses equipements..,"Geolocalisation,hotel ouvert24/24,café,thé,bouilloire a disposition.
Acceuil.","Beaucoup de materiels cassés, prises innaccessible chambres sentaient le renfermé,sdb à revoir( lunettes wc cassé),places de parking tres cher( l’hotel ne dispose pas de place et aucun geste requis,clim tournait au ralenti,","6,0",Hotel,París," 7,4 "
Michelle,Francia,0,Agradable,Sa situation,"Le petit déjeuner 
Établissement qui mérite d’être rafraîchit","6,0",Hotel,París," 7,4 "
Christophe,Francia,0,Muy bien,"En ce temps de canicule (aout 2020), nous avons apprécié la climatisation très silencieuse et rafraichissante. Chambre et salle de bain très propre et bien équipé (bonne literie, douche et baignoire, toilette séparée). Le petit déjeuné (Covid 19 oblige) servi en chambre dans des boites cartonnées individuelles. La démarche est appréciée et le déjeuné plutôt copieux en vienoiserie. L'emplacement est au top, beau quartier.","Malheureusement, la ou les personnes de l'étage supérieur à marché d'un pas lourd pendant une bonne partie de la nuit jusqu'à tôt dans la matinée. Nous étions au deuxième étage et dans la rue, un groupe de personnes, entre 4 et 5 heures du matin, a discuté, rigolé, crié ... Du coup, notre sommeil n'a pas été réparateur.","8,0",Hotel,París," 7,4 "
Martial,Suiza,0,Muy bien,None,Le coût de la bouteille d'evian du minibar au checkout : 5€. !! Ne pas oublier de compléter soi même par une bouteille du super marché 0.80€.,"8,0",Hotel,París," 7,4 "
Renaud,Francia,0,Idéal pour quelques jours de découverte et de shopping à Paris,"L emplacement exceptionnel au centre de Paris au plus proche des plus beaux monuments , très calme et bien gardé du fait de la proximité de l Élysée",Pas de parking et pas de voiturier,"8,0",Hotel,París," 7,4 "
Gilles,Francia,0,Bon séjour de 2 jours et 1 nuit.,"L'emplacement, le style épuré, la propreté et la gentillesse du personnel.","Le petit déjeuner pas au top et en chambre. 1 boite avec 2 petits pains, 1 mini croissant, 1mini pain au chocolat, 1 petite viennoiserie, 1 petite bouteille de jus d'orange avec pulpes, 1 mini beurre et 1 mini pot de confiture. Manque des fruits, du fromage blanc avec céréales, charcuterie, fromage etc pour tous les goûts... le café ou le thé, faut les faire soi-même dans la chambre. Malgré la Covid, c'est à revoir car pas assez garnis et varié.","8,0",Hotel,París," 7,4 "
Manon,Francia,0,Ensemble très correct avec un bon emplacement,"Très bon rapport/qualité prix.
Un excellent emplacement proche des principaux lieux touristiques. 
Une belle vue sur la tour Eiffel depuis le balcon.
Chambre climatisée.","Manque de décorations dans la chambre. (Trop banal)
Vitre et robinet de douche pas très propre (moisissures)","8,0",Hotel,París," 7,4 "
Paruzynski,Francia,0,Muy bien,"Tout le reste.
Chambre propre et confortable. 
Equipe de jour et de nuit a l écoute et tres sympathique. 
Emplacement a 100m de la concorde avec metro bus et parc a 2 min a pied.","Le bruit des travaux qui je sais sont provisoirs.
La vue","8,0",Hotel,París," 7,4 "
Melody,Francia,0,Agradable,Le monsieur de l’accueil était très agréable très accueillant cela est très bon point pour l’hôtel qui est placé dans un quartier assez sensible c’est très calme pas déranger par le bruit pour ceux qui cherche le calme,La seul chose que je n’ait pas apprécier c’est pour un hôtel comme celui ci très beau de l’extérieur et intérieur la chambre laisse à désirer niveau design et la proprette de la salle de bain laisse à désirer,"6,0",Hotel,París," 7,4 "
Guillaume,Francia,0,Bien,None,Le Petit déjeuner en mode box à emporter ou a prendre dans la chambre sans espace pensé pour s'attabler dans la chambre est dommage. On est dans un hôtel 4 étoiles et ça fais un peu camping pour ce petit déjeuner. Je conseil si vous avez le temps d'aller vers les champs Elysées de prendre votre petit-déjeuner dans un café.,"7,0",Hotel,París," 7,4 "
Alexia,Francia,0,"Personnel hyper charmant, excellente literie et très bon petit déjeuner!","Emplacement, personnel extrêmement aimable, literie exceptionnel et très bon petit déjeuner!","Il y eu beaucoup de bruit (non lié au personnel mais à certains occupants irrespectueux), et trop de luminosité dans la chambre malgré les rideaux.","7,0",Hotel,París," 7,4 "
Olivier,Francia,0,bonne base de départ pour rayonner ds le 8è.,"- emplacement pour le quartier Madeleine-Concorde ; 30min de marche pour trocadéro/musée Guimet/tour Eiffel
- chambre avec baignoire (même si avec la sécheresse, je prends des douches! ) ; 
- Sdb avec consommable traditionnel (savon shampooing etc, mm si j'utilise les miens!)
- très bonne literie
- arrivée en avance (13h pour 14h), mais on nous a trouvé une chambre tout de suite.","- Mobilier un peu usé (pas de prise de courant/usb près du lit pour recharger)
- Plateau d'accueil qu'il faut déplacer vers les prises de courant, peu pratique
- Crise covid > Petit déj apporté en chambre, juste pain viennoiserie jus d'orange.","7,0",Hotel,París," 7,4 "
Franck,Luxemburgo,0,Dernière fois!,L’hôtel était potable mais la réceptionniste vous enlève l’envie de revenir. On a l’impression de l’ennuyer quand on lui demande une facture..,La réceptionniste,"6,0",Hotel,París," 7,4 "
Lucas,Francia,0,Parfait,"Personnel très gentil, nous avons été surclassé à notre arrivée. Chambre très propre et spacieuse.",None,"8,0",Hotel,París," 7,4 "
Sandra,Francia,0,Bien,"Le personnel d accueil est tres sympathique, souriant, poli. 
L emplacement est extra.","Le personnel de chambre n est pas sympathique....voire désagréable 
Le nettoyage des chambres laisse à désirer. Beaucoup de poussière. Les sols ne sont pas faits même si vous le demander.","7,0",Hotel,París," 7,4 "
Alain,España,0,A consommer sans modération,"Excellente situation au cœur de Paris.
Belle chambre très confortable.
Rapport qualité / prix exceptionnel.",None,"8,0",Hotel,París," 7,4 "
Romy,Bélgica,0,Muy bien,"Sa localisation, son confort",Le poids de la porte de la SDB,"8,0",Hotel,París," 7,4 "
Luc,Bélgica,0,Très belle hôtel à recommander,La chambre très spacieuse et l’emplacement idéal,Le matelas du clikclack inconfortable,"8,0",Hotel,París," 7,4 "
Lucas,Bélgica,0,Bien,Rapport qualité prix excellent,None,"7,0",Hotel,París," 7,4 "
Maggy,Bélgica,0,Petit déjeuner,"Personnel très agréable, litterie confortable, emplacement idéale",Prendre une formule petit déjeuner pour au finale recevoir une box avec un croissant et un pain au chocolat c’est un peu scandaleux pour le prix de supplément petit dej,"6,0",Hotel,París," 7,4 "
Dominique,Francia,0,Muy bien,Calme. Confort. Beau quartier,None,"8,0",Hotel,París," 7,4 "
Yohan,Francia,0,Bonne première expérience et personnel compétent. Rapport qualité prix limite.,"Olivier, personnel de l’accueil a été super ! Convivial, souriant. Il a pris soin de nous Détailler le plan aux alentours de l’hôtel, de nous faire part de ses recommandations, qui sont d’ailleurs très bonnes. 
Nous avons également été surclassés, une chambre spacieuse, avec une magnifique salle de bain. A 10/15mn des champs, l’hôtel est très bien situé.","Je pense que nous aurions été déçus si nous avions eu une chambre moins « standing » pour le prix, donc heureusement que nous avons été surclassé. 
La propreté est pas tip top. La literie est pas mal, mais la moquette, les robinetteries etc n’étaient super cleans.","7,0",Hotel,París," 7,4 "
Frederic,Francia,0,"Parfait endroit pour ce séjour court professionnel, ciblé sur un lieu proche.","Parfaitement situé par rapport à notre lieu ciblé pour la soirée, le théâtre de la madeleine.
Petit déjeuner de qualité.
Chambre spacieuse et très belle salle de bain.","Une odeur de cigarette résiduelle.
Un coin de moquette dégradée dans l'entrée.
Un accueil un peu froid lors de notre arrivée. Mais ok dans l'ensemble.","7,0",Hotel,París," 7,4 "
Boudjema,Argelia,0,Bien,L’emplacement,Les petit déjeuner,"7,5",Hotel,París," 7,4 "
Alexandre,Francia,0,Bien,Emplacement et personnel,"Chambre ancienne et abîmée, ne correspond pas aux photos booking . Insonorisation faible et chauffage trop fort et non reglable","7,1",Hotel,París," 7,4 "
Becla2,Francia,0,Muy bien,"L'emplacement, l'accueil du personnel, la literie","La moquette dans les parties communes un peu abîmée, la déco à rafraîchir","8,0",Hotel,París," 7,4 "
Claire,Francia,0,Bien,Le matelas était confortable et le petit déjeuner appréciable.,Salle de bain pas très propre,"7,0",Hotel,París," 7,4 "
Joel,Suiza,0,Muy bien,"La situation de l'hôtel, le personnel et la chambre entièrement rénovée.",Le troisième lit pas du tout confortable et l'insonorisation entre les chambres n'est vraiment pas suffisante.,"8,0",Hotel,París," 7,4 "
Philippe,Bélgica,0,Bien,Dommage que les préparations chaudes n'étaient pas assez chaude. Par contre l'idée de pouvoir faire son jus de fruit frais soi-même était une très bonne idée,None,"7,0",Hotel,París," 7,4 "
Fabienne,Francia,0,Parfait,"Personnel très accueillant, une très bonne literie. Géographiquement, l hotal se trouve dans la rue du palais de l élysée",Salle du petit déjeuner était petite,"8,0",Hotel,París," 7,4 "
Thomas,Francia,0,Satisfaisant dans l’ensemble.,"Confort de la literie.
Salle de bain agréable.","État des moquettes dans les communs.
Portes d’accès à certains couloirs en état mais couvertes d’une seule couche de peinture, pour un quatre étoiles.....
Le personnel d’accueil pourrait sourire de temps en temps, cela ne gâcherait rien.","7,0",Hotel,París," 7,4 "
Ylomane,Francia,0,Hôtel sympa,Emplacement proche de l’Élysée dans un très beau quartier,"Le personnel de réception manque de professionnalisme.
Le petit déjeuner est à revoir, il manque de choix et la qualité n’est pas au rendez-vous d’un hôtel quatre étoiles.
Dommage !","7,5",Hotel,París," 7,4 "
Catherine,Francia,0,4 étoiles: cela me semble exagéré.Sauf pour l'emplacement,Sa situation excellente.Grande chambre très correcte,Le hall d'entrée n'est pas en rapport avec le standing affiché de l'hôtel.La réceptionniste est parfois bougonne.,"7,0",Hotel,París," 7,4 "
Kinou95,Francia,1,Très bonne adresse idéalement située dans paris,"la disponibilité et la gentillesse du personnel, l'emplacement de l'hotel, la grandeur de la chambre, la salle de bains",rien,"8,0",Hotel,París," 7,4 "
Nadine,Bélgica,0,"Décor d'hôtel tristounet, chambre à 3 digne d'un appartement. Situation idéale près de la Madeleine!",Emplacement exceptionnel au vu de nos attentes: congrès très accessible par le métro (ligne 12) et pour les fins de journées les restos que où nous souhaitions nous sustenter. Idem pour le shopping du samedi (en sus),"Hôtel très austère, sans imagination. Un blanc triste d'hôpital (nous étions entre médecins, pour un congrès médical…). Par contre, la chambre était plus que parfaite pour notre demande: 3 personnes, un vrai appartement! Enorme espace! Rare dans le quartier.","7,0",Hotel,París," 7,4 "
Didier,Francia,0,Agréable et conforme à mes attentes,"Accueil agréable.
Personne à l'accueil disponible, serviable",None,"8,0",Hotel,París," 7,4 "
Acquaviva,Francia,0,Muy bien,"Propreté des lieux,chambre très confortable","Pas de pas de sèche cheveux, et de chaussons en chambre","8,0",Hotel,París," 7,4 "
Johanna,Francia,0,Très bien pour un événement court,"L'emplacement, l'accueil du personnel.
Personnel de petit déjeuner très gentil","Le petit déjeuner, produit de base, expresso pas terrible, salade de fruit en sceau.
Manque peigne et cotton tige dans la salle de bain","8,0",Hotel,París," 7,4 "
Stéphane,Francia,0,Très bon séjour dans un hotel très bien placé.,"La chambre est très bien rien à redire, grand lit agréable, silence total, chambre refaite, salle de bain avec baignoire. agréable.","Le petit déjeuner n'est pas à la hauteur du classement de l'hotel: salle lugubre, mobilier vieillot, buffet maigrelet. Peut vraiment mieux faire surtout au prix auquel ils facturent le déjeuner. Prenez le tarif Petit dej' inclu, ça passera mieux.","7,0",Hotel,París," 7,4 "
Gerard,Francia,0,Muy bien,"Surtout emplacement. Remarquable.Rien à dire sur le petit déjeuner , complet et excellent .",None,"8,0",Hotel,París," 7,4 "
Sylvie,Francia,0,Agradable,La literie parfait / système ventilation chauffage très bien,le seul bémol c’est l’insonorité des chambres car tous les bruits dans l’hôtel et de l’extérieur Et le petit déjeuner pas de miel il manque des produits comme des fruits ... et petite pièce... Trop de promiscuité,"6,0",Hotel,París," 7,4 "
Philippe,Bélgica,0,correspondait à notre attente,Bon petit déjeuner.,None,"8,0",Hotel,París," 7,4 "
Gloria,Bélgica,0,Bien,Bon situation géographique. Proximité de l’Olympia.,None,"7,9",Hotel,París," 7,4 "
Nadège,Francia,0,Hotel très correct,Petit déjeuner moyen,Le petit déjeuner,"8,0",Hotel,París," 7,4 "
Maryvonne,Francia,0,Bien,"L'emplacement géographique en premier lieu, idéal pour nous.
La propreté, de l'établissement, des chambres.
Le petit déjeuner, copieux, diversifié, et la gentillesse du personnel en charge de ce service..","L' indifférence et/ou le manque d’intérêt du personnel de l’accueil. 
Il n'y a pas de mise à disposition d'un ordinateur et photocopieuse, du moins pour nous, ce qui est étonnant pour un hôtel de ce niveau . Il faut à chaque fois déranger l'accueil.","7,0",Hotel,París," 7,4 "
Ségolène,Francia,0,Isolation phonique nulle,"Secteur chicissime et belle chambre avec bonne literie. Très grande douche. 
2 doses de café et thé à disposition + 50cl d’eau. Le reste est payant dans le minibar.","Malheureusement on entend tout ce qui se passe dans le couloir, idem pour les chambres attenantes. 
Traces de coulures sur le mur attenant au lavabo. 
Réception peu arrangeante : ma carte bleue m’a lâché et l’hôtel a refusé que je fasse un virement ou que ma banque paye par téléphone. Une amie a dû se déplacer pour payer ma chambre sur place.","6,7",Hotel,París," 7,4 "
Gerard,Bélgica,0,Agradable,"Proximité du centre de Paris
Chambre très spacieuse.
La literie n était pas très confortable 
L état de la chambre n était pas des plus propre. 
La salle de petit dejeuner pas très agréable et le pain était très mou.",None,"6,0",Hotel,París," 7,4 "
Olivier,Francia,0,Bel établissement,"Situation assez exceptionnelle
Etablissement propre
Chambre spacieuse",Les interrupteurs sont design mais pas très faciles à utilises,"7,0",Hotel,París," 7,4 "
Pierre-yves,Francia,0,"Hôtel très vieux, rénové et cela se voit","Très belle situation. 
Jardin des tuileries à pied. 
Concorde à pied. 
Invalides très proche. 
Vue sur la Tour Eiffel.","Petit déjeuner limité, pas possibilité de faire des jus variés à l’extracteur (uniquement betterave gingembre...). 
Le mobilier est vieillissant et vieux tout court : traces d’impacts sur les murs et les portes. 
La lunette des toilettes est jaunie par le temps. 
Ce sont encore les vestiges d’interrupteurs et de boutons de climatisation (plastique jauni). 
La moquette de la chambre est tachée et dans le couloir il y a des vestiges d’anciens accès aux toits uniquement barrés par un papier scotché.
Cela ne correspond pas spécialement au standing d’un 4 étoiles.","6,2",Hotel,París," 7,4 "
Sidi-ahmed,Francia,0,Bien,"La literie était impeccable.
L’emplacement de l’hôtel était idéal pour visiter les beaux quartiers de la capitale.","Il n’y a pas de bar dans l’hôtel, juste un mini bar dans chaque chambre.","7,0",Hotel,París," 7,4 "
Isabelle,Francia,0,Bien,"Chambre supérieur superbe de la grandeur d'un appartement. Rien à redire.
Par contre l'entrée de l'hôtel est assez impersonnelle et le personnel agréable mais sans plus.",Par contre l'entrée de l'hôtel est assez impersonnelle et le personnel agréable mais sans plus.,"7,0",Hotel,París," 7,4 "
Jaime,Francia,0,Muy bien,le petit déjeuner et l'ubication,pas de parking,"8,0",Hotel,París," 7,4 "
Senga,Francia,0,Bien,La chambre était spacieuse. Vue imprenable sur Paris.,La salle du petit déjeuner est très vétuste. Je pense que le lave vaisselle ne doit pas fonctionner correctement. Certains couteaux étaient sale et les verres n'ont pas été essuyés ce qui laisse beaucoup de traces. Je ne trouve pas un niveau 4 étoiles a cet hôtel.,"7,5",Hotel,París," 7,4 "
Jacqueline,Francia,0,Agradable,"l'emplacement était parfait, le petit déjeuner avec beaucoup de choix",lorsque je suis arrivée la balayette des wc était cassé. L'acceuil m'a indiqué qu'elle serait changée le lendemain . lorsque je suis revenue à 22 heures le samedi soir j'ai du descendre à la réception car elle n'avait pas été changée ce qui a été fait dans les 10 minutes donc la veille cela aurait pu être fait sans que je me mette en colère,"6,0",Hotel,París," 7,4 "
Elmer,Francia,0,Bien mais accueil glacial,Emplacement,Accueil très froid,"6,7",Hotel,París," 7,4 "
Farid,Francia,0,Bien,Position centrale,Chambre un peu vétuste par rapport au Lobby et commun qui sont plus récents,"7,5",Hotel,París," 7,4 "
Nicole,Francia,0,Fabuloso,"L’emplacement très agréable, chambre supérieure spacieuse, lit très confortable, rangements. Grande amabilité du personnel.",L’éclairage un peu trop violent dans la chambre mais c’est un détail.,"8,8",Hotel,París," 7,4 "
Mahamadou,Níger,0,Dabs l'ensemble bien passé,J'avais pensé que c'était inclus dans le prix réservé de l'hotel,Je n'ai pas apprécié que le petit déjeuner ne soit pas inclus dans le prix qu'on m'a communiqué lors de la réservation sur booking,"8,0",Hotel,París," 7,4 "
Marc,Francia,0,tres bon sejour,"dimensions de la chambre et sdb
calme lit tres confortable",hall d'entrée,"8,0",Hotel,París," 7,4 "
Philippe,Francia,0,prestation attendu bon rapport qualité prix mais ch 571 demande rénovation,None,aménagement rénovation absente,"8,0",Hotel,París," 7,4 "
Adeline,Francia,0,"Court, bien, fonctionnel, confortable",Nous avons eu la bonne surprise d'être surclassés avec une chambre au 8 ème étage vue sur la Tour Eiffel. Merci !,L'entretien des couloirs communs laisse à désirer,"8,0",Hotel,París," 7,4 "
Pauline,Francia,0,Agradable,"La situation géographique 
La diversité du petit déjeuner","L’insonorisation 
La qualité de la chambre : vétuste et nombreuses réparations à prévoir 
Ne correspond pas aux photos","6,0",Hotel,París," 7,4 "
François,Francia,0,"une vue sublime , une localisation parfaite.",la localisation est absolument sublime,"le 8eme étage ou ns étions n'a pas encore été rénové , mais la vue sur les toits de paris, la tour Eiffel , les grands monuments etc... est tellement belle !!","8,0",Hotel,París," 7,4 "
Laurent,Francia,0,Muy bien,Personnel accueillant,"Un seul ascenseur 
Petit déjeuner très décevant","8,3",Hotel,París," 7,4 "
Sandrine,Francia,0,Agradable,La localisation,La vétusté du dernier étage et de la salle du petit-déjeuner.,"6,0",Hotel,París," 7,4 "
Michel,Francia,0,Une superbe chambre dans un hôtel très bien situé,None,Une climatisation difficile à maitriser,"8,0",Hotel,París," 7,4 "
Nathalie,Francia,0,Bien,"La localisation,le tarif",Chambre à rénover,"7,9",Hotel,París," 7,4 "
Catherine,Francia,0,Séjour très agréable. Hôtel très bien situé. Personnel agréable et propreté de la chambre,"Le petit déjeuner, la propreté, la situation géographique et le rapport qualité prix très bon",L'insonorisation de la chambre côté rue un peu faible,"8,0",Hotel,París," 7,4 "
Olivier,Francia,0,Muy bien,Complet,None,"8,0",Hotel,París," 7,4 "
Monique,Francia,0,Très agréable. Nous réserverons ce même hôtel lors d'un prochain séjour à Paris et le recommanderons,"L'accueil et l'amabilité du personnel, la situation de cet hôtel.",Le bruit de la rue et de la salle d'eau voisine.,"8,8",Hotel,París," 7,4 "
Ludovic,Francia,0,Bien,L’accueil et l’emplacement,L’équipement de la salle de bain notamment la douchette,"7,1",Hotel,París," 7,4 "
Marie,Francia,0,Muy bien,Petit dej (jus frais) top,Ch 210 un peu vétuste,"8,3",Hotel,París," 7,4 "
Sarah,Francia,0,Muy bien,Excellent emplacement sobre chic,None,"8,3",Hotel,París," 7,4 "
Gael,Senegal,0,Fabuloso,"Le buffet du petit-déjeuner copieux et varié , le calme des chambres, l'emplacement central a deux pas du palais de l Élysée et du métro Concorde.",None,"8,8",Hotel,París," 7,4 "
Thomas,Francia,0,À refaire,"Très belle entrée , avec un personnel agréable et serviable , quelques finitions serais à retoucher dans un hotel comme celui la ( comme la plomberie , certaine plinthe ou finitions inachevées à droite et à gauche , mais la situation géographique , et les chambres avec balcon qui donne sur la Tour Eiffel sont super ! La literie est confortable , je recommande pour un week end en amoureux c’est sympa 👍",None,"7,1",Hotel,París," 7,4 "
Nathalie,Luxemburgo,0,Hôtel idéal pour Paris,l'emplacement est idyllique ; proche de tout à pieds; le personnel est très sympathique et l'établissement est propre,None,"8,8",Hotel,París," 7,4 "
