nom,pays,favorite,titre,bons_points,mauvais_points,note,type_etablissement,lieu,note_etablissement
Jorge,Suiza,0,Exceptionnel,"L emplacement de notre chambre 411 avec la vu sur la tour Eiffel était exceptionnel, le personnel très sympathique et souriant avec des prestations impeccables. Le petit déjeuner avec beaucoup de choix était excellent. Le restaurant Frame qu on a pu réserver offre un très bon service avec une excellente cuisine, moi et ma compagne on s est régalée .Remercier a Mº Catello gérant du restaurant Frame pour son service et prestation lors de notre repas.
Je conseillerai l hôtel et restaurant a mes amis de Suisse.",None,10,Hotel,París," 8,3 "
Sassya,Suiza,0,Excepcional,Emplacement top ! Vue magnifique ! Chambre superbe . Très confortable.,None,10,Hotel,París," 8,3 "
Stéphane,Francia,0,Agradable,L’emplacement et la facilité pour se garer.,"Vieillissement de certains endroits, la chambre même supérieure supérieure n’est pas très grande, le vis à vie avec l’immeuble dans face. La télé n’a que certaines chaîne de la TNT et pas canal.","6,7",Hotel,París," 8,3 "
Clovis,Francia,0,Nul,La literie et salle de bain,"On a pris chambre vue Tour Eiffel on a vu juste le bout du haut 
Petit déjeuner et restaurant pas top 
Impossible de dormir le matin les femmes de ménages font trop de bruit eclat de rire aucune insonorisations","5,8",Hotel,París," 8,3 "
Max,Francia,0,très joli hôtel moderne et propre,petit déjeuner top !,rien le personnel est au top et dynamique belle équipe.,10,Hotel,París," 8,3 "
Mackele,Francia,0,Une qualité de services scandaleuse pour un hôtel de ce standing,"La situation géographique de l'hotel, vraiment central. Le verre de champagne et le coffret offerts, en compensation des désagréments rencontrés.","La qualité de services et les compétences du personnel. J'ai appelé 4 fois pour préciser qu'il s'agissait d'un cadeau d'anniversaire pour mes parents et jamais il n'a été précisé que la carte ayant servi pour la réservation devrait être présentée. J'ai finalement du envoyer une copie de ma carte bleue et d'une pièce d'identifié à une adresse mail digne d'un spam et à vous faire palir : ""h7729@...."". Résultat : mes parents ont du patienter 30mn à l'accueil... L'établissement vantait un service voiturier pour annoncer au final qu'il n'en disposait pas... A 350 euros la nuit et pour un hôtel de ce prestige, c'est tout simplement scandaleux.","6,7",Hotel,París," 8,3 "
Christie,Guadalupe,0,Excepcional,"La vue, l’ambiance et la qualité de notre réception du début à la fin.",None,10,Hotel,París," 8,3 "
Caroline,Bélgica,0,On reviendra.,"L'hôtel est propre et confortable, le personnel aimable, c'est ce qui compte. L'hôtel est bien situé (RER à trois pas, sites touristiques et Gare du Nord accessibles en RER).",None,10,Hotel,París," 8,3 "
Samuel,Francia,0,DÉCEPTION HÔTEL PULLMAN PARIS,None,"L’accueil , les TRÈS longues minutes d’attente ... 
leur « vue sur la Tour Eiffel» que l’on ne voit qu’un tout petit peu en sortant sur le balcon !","6,2",Hotel,París," 8,3 "
Ironix91,Francia,0,Excellent séjour,"La qualité des prestations
La vue sur la Tour Eiffel
L'accueil reçu par Jeff 
La disponibilité des réceptionnistes et la qualité du bar - restaurant Frame 
Pour un séjour de qualité n'hésitez pas 
Tour Eiffel a 2 minutes a pied.",Rien,10,Hotel,París," 8,3 "
Elsa,Francia,0,Inadmissible de se faire réveillé par une personne qui entre dans la chambre,La vue,"En arrivant, des bouteilles et verres traînaient dans les couloirs, les sacs des femmes de ménage traînaient par terre. Accueil aimable mais aucune explication concernant le fonctionnement de l'hôtel. Nous avons eu du mal a deviner comment fonctionnait l'hôtel. Et pire!!!! Quelqu'un est entré dans notre chambre à 8h45!!! Cela m'a réveillé, j'imagine que c'était une femme de ménage car repartie aussitôt. Je trouve ça inadmissible !!","5,8",Hotel,París," 8,3 "
Zazatl,Francia,0,séjour gâché par la non disponibilité de notre chambre,"positionnement géographique, au pied de la tour eiffel","premier soir, notre chambre n'était pas disponible alors qu'elle avait été réservée. ils nous ont transféré au pullman Bercy, contre notre volonté. très mécontente!","6,2",Hotel,París," 8,3 "
Fia,Luxemburgo,0,Muy mal,None,J’attends toujours une réponse de l’hôtel concernant notre réservation,"2,5",Hotel,París," 8,3 "
Tenessy,Bélgica,0,Ok,La vue de la chambre,None,"5,8",Hotel,París," 8,3 "
Gruhier,Francia,0,Séjour merveilleux,Tout,Rien,10,Hotel,París," 8,3 "
Anónimo,Alemania,0,Muy bien,L emplacement et le bar,None,"8,0",Hotel,París," 8,3 "
Anónimo,Bélgica,0,Hôtel bien situé. Juste à côté de la Tour Eiffel. Par contre le personnel de la nuit pas sympathique du tout!! Nous avon,Le petit déjeuné au dixième étages. Lit king size confortable. Magnifique vue sur la Tour Eiffel depuis le balcon.,La personnel. Et impossible d’appeler la réception. Joints du carrelage de la douche ont un effet sale. Sinon le reste de la chambre est propre.,"7,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Une nuit des plus agréable,"Chambre spacieuse et lit ultra confortable. 
Mention spéciale pour le Fr/Ame Burger et le service en chambre chaleureux👌🏽
Vue sur la Tour Eiffel un 14 juillet. Juste superbe 🎇",None,"9,0",Hotel,París," 8,3 "
Anónimo,Marruecos,0,Fantástico,"Le personnel etait d une gentillesse incroyable!!!
Bravo a tte l équipe",Pas assez de choix ds le petit déjeuner,"9,2",Hotel,París," 8,3 "
Anónimo,Francia,0,Fabuloso,Le restaurant la chambre,None,"8,8",Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,"J’ai adoré la qualité du lit, c’était formidable. Moi et mon compagnon avant dormis comme des bébés",Rien,"9,6",Hotel,París," 8,3 "
Anónimo,Francia,0,La plus belle vue sur la Tour Eiffel .,La vue du 11 eme étage magnifique .,Le petit dej a 29 euros hors de prix .,"9,6",Hotel,París," 8,3 "
Anónimo,Suiza,0,Séjour à deux excellent,"L’idée du portable très bonne, nous a beaucoup aidé lors du séjour 
Grand lit très confortable
Personnel très sympathique et à disposition 
Très bonne nourriture au restaurant 
Très bon emplacement",Télévision bug souvent,"9,6",Hotel,París," 8,3 "
Anónimo,Reunión,0,Fantástico,"La gentillesse et la réactivité du personnels, 
la vue sur la tour eiffel","La vue sur un toit rempli de mégots de cigarette. Et le fait de ne pas pouvoir remplir le document en une seule fois pour le séjour '' petit déjeuner en chambre '' et de demander l'imprimer à chaque fois.
Dommage que les 2 capsules nescafé n'était pas réapprovisionné durant le séjour.","9,2",Hotel,París," 8,3 "
Anónimo,Francia,0,Agradable,"La vue sur la tour Eiffel 
La salle de petit déjeuné","La proximité entre les balcons et les voisins qui se penchaient pour regarder dans la chambre.
L’attitude du personnel, pas souriant du tout et prix élevé pour une chambre basique, nous nous attendions à mieux. En vrai, on paie la vue c’est tout.
Donner un kit masque + gel c’est bien mais un seul masque pour deux personnes ...","6,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Aceptable,"La vue mais le balcon n’est pas très bien aménagé pour profiter de la vue 
La propreté était au rendez vous","Manque d’équipement ou du moins de confort sur le balcon pour admirer la vue 
Petit déjeuner en chambre service trop long et choix très restreint 
Le rapport qualité/prix n’est pas cohérent","5,0",Hotel,París," 8,3 "
Anónimo,Luxemburgo,0,Decepcionante,"Lit comfortable
Belle vue","La télévision ne fonctionnait pas
La porte de la terrasse ne se verrouillait pas donc porte ouverte pour tout le monde!","4,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,"Nous avons adoré la vue sur la Tour Eiffel, le confort de la chambre et le restaurant éphémère vue sur la Tour Eiffel également !",None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Decepcionante,"Emplacement, la vue
Les mesures sanitaire et la propreté","Attente
Petit déjeuner plus que médiocre 
Service client faible","4,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,La vue le confort du lit et le calme,Neant,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Magique,La vue est splendide! La chambre confortable et très jolie.,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,"tres bon séjour malgré les obligations covid
Tres tres gros BRAVO aux equipes gouvernantes et Femmes de chambre pour leurs travaux incroyables eta la perfection",None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Ok,"Pas du tout !
Par rapport à Pullman Bercy, il est nul","- Salle de fitness, jamais eu de l’eau, ni de bouteilles d’eau !!!
- Produits d’accueil sont donnés au minimum, juste pour faire des économies !
- Petits déjeuner facturés 5 € en suppléments pour avoir un petit plateau et non une table !
- Service Guess était absent lorsque j’ai demandé des pochettes pour linge ne sont jamais livrées !
- Accueils pour check in comme check out sont très froids !!!
- J’ai demandé de checking out late à 12:30h au lieu de 11 h !!!
Alors une fille a pris de haut. Elle voulait même me la refuser, donc j’ai dit que je ne reviens plus jamais !
Enfin c’est minable pour le prix de la chambre que j’ai payé !!!","5,8",Hotel,París," 8,3 "
Anónimo,Suiza,0,moyen,la chambre est très bien mais il faudrait une douche et non pas une baignoire dans la salle de bains,"La salle du petit-déjeuner est trop petite pour le nombre de clients de l'hôtel
l'accueil et check-in pas bon du tout.","4,6",Hotel,París," 8,3 "
Anónimo,Luxemburgo,0,"Compliqué, changement de chambre pour problème d’hygiène. Le manager s’en est quand même occupé",Bonne literie et situation géographique par rapport à la Tour Eiffel,"Hygiène dans les chambres, accueil check-in","6,2",Hotel,París," 8,3 "
Morgan,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Soufyane,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Vincent,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Gael,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Vivien,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Jerome,Reunión,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Pierre,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Nory,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Julien,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Baudouin,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Michele,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Jean-philippe,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Romain,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Martine,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Olivier,Bélgica,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Victor,Francia,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Thomas,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Salah,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Mohammed,Marruecos,0,Bien,None,None,"7,1",Hotel,París," 8,3 "
Louis,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Aliette,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Cécile,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Jean-marie,Suecia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Vanina,Francia,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Salah,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Natasha,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Lucas,Francia,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Løïc,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Frederic,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Pierre,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Lopes,Luxemburgo,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Antoine,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Anonyme,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Ozan,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Justine,Bélgica,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Jean-pierre,Bélgica,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Célestin,Suiza,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Theo,Francia,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Annabelle,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Flavien,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Sarah,Marruecos,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Yves,Suiza,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Christophe,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Katy,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Damien,Bélgica,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Fatima,Canadá,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Theo,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Vanessa,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Cyril,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Stephane,Suiza,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
M,Tailandia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Christophe,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Laurent,Francia,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Loubna,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Quentin,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Liana,Suiza,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Stéphane,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Gaetano,Suiza,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Thomas,Francia,0,génial,None,None,"9,6",Hotel,París," 8,3 "
Ahmed,Bélgica,0,Excepcional,None,None,"9,6",Hotel,París," 8,3 "
Ravigsida,Burkina Faso,0,Bien,None,None,"7,9",Hotel,París," 8,3 "
Ahmadou,Senegal,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Stephane,Costa de Marfil,0,Muy bien,None,None,"8,3",Hotel,París," 8,3 "
Rayane,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Amelina,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jean,Francia,0,Accueil froid impersonnel dans une période où nous avons besoin d’écoute et d’entregent,None,None,"6,0",Hotel,París," 8,3 "
Miguel,Suiza,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jean-julien,Francia,0,Agradable,None,None,"6,0",Hotel,París," 8,3 "
Lea,Francia,0,"Magique, exceptionnel, magnifique",None,None,10,Hotel,París," 8,3 "
Abdelaziz,Bélgica,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Matthias,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Yoann,Francia,0,Ok,None,None,"5,8",Hotel,París," 8,3 "
Kelly,Canadá,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anass,Marruecos,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Marie,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Tapenga,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Marie-noelle,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Shima,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Ju,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Francois,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Julie,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Lizie,Costa de Marfil,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Nollan,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Benyahia,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Rémi,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Philippe,España,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Alphonso,Suiza,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Marianne,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Jeremy,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Carlos,Francia,0,Decepcionante,None,None,"4,6",Hotel,París," 8,3 "
Fabrice,Suiza,0,Ok,None,None,"5,8",Hotel,París," 8,3 "
Agnès,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Ahmad,Qatar,0,Agradable,None,None,"6,2",Hotel,París," 8,3 "
Florian,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Bien,None,None,"7,0",Hotel,París," 8,3 "
Anónimo,Senegal,0,Muy bien,None,None,"8,0",Hotel,París," 8,3 "
Anónimo,Marruecos,0,Fantástico,None,None,"9,0",Hotel,París," 8,3 "
Anónimo,Francia,0,Bien,None,None,"7,5",Hotel,París," 8,3 "
Anónimo,Francia,0,Fabuloso,None,None,"8,8",Hotel,París," 8,3 "
Anónimo,Suiza,0,Fantástico,None,None,"9,2",Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Excepcional,None,None,10,Hotel,París," 8,3 "
Anónimo,Francia,0,Agradable,None,None,"6,7",Hotel,París," 8,3 "
Anónimo,Francia,0,Aceptable,None,None,"5,4",Hotel,París," 8,3 "
Gauthier,Bélgica,1,Excepcional,"Tout séjour parfait, hôtel original, décoration incroyable, je recommande !",None,10,Hotel,París," 8,7 "
Victoire,Francia,0,Muy bien,"La douche lumineuse, et la chambre sympa :)","Le petit déjeuner vraiment nul désoler, dommage que c’est pas un buffet, sinon rien na dire sur l’hôtel, et aussi les films sur la télé son que en VO dommage que y’a pas de VF","8,0",Hotel,París," 8,7 "
Florie-anne,Francia,0,Super séjour,"C'était fantastique !
Le service est formidable, la chambre parfaite.","Tout était vraiment bien, juste le contrôle général par la tablette n'est pas facile. Elle a mis une vingtaine de minutes à se paramétrer.",10,Hotel,París," 8,7 "
Francoise,Francia,0,Muy bien,None,"Établissement hyper connecté !
Très moderne!","8,0",Hotel,París," 8,7 "
Astrid,Francia,0,Fantástico,"Décoration 
Localisation 
Concept de l'hôtel",None,"9,0",Hotel,París," 8,7 "
Karen,Francia,0,Conforme à nos attentes,Très bien,?,"8,0",Hotel,París," 8,7 "
Martin,Bélgica,0,J'ai trouvé mon hôtel pour mes prochaines fois à Paris.,"Le charme des équipements de la chambre. La sympathie des acteurs de cet hôtel, la vue.. Enfin tout quoi le top absolu.","Le petit déjeuner fort basique, pas de plat chaud..","9,0",Hotel,París," 8,7 "
Minh,Francia,0,Fantástico,"Bonne réception, bon service et très propre.",None,"9,0",Hotel,París," 8,7 "
Geoffrey,Francia,0,Très Bon Séjour !,La chambre high tech ! Les décors ! Et le personnel très aimable,Rien à signaler hormis le fait qu’il n’y ai pas de parking. Mais cela est précisé dans leur description,10,Hotel,París," 8,7 "
Halima,Francia,0,Au top,Les hôtels Citizen M sont incroyable,None,10,Hotel,París," 8,7 "
Jean,Francia,0,a refaire,"LOCALISATION, DIGITALISATION",None,"9,0",Hotel,París," 8,7 "
Marie-josé,Francia,0,Confort et pratique mais sans âme sinon un showroom design. Je choisirai un autre style à ma prochai,"A côté de la gare , parfait . Literie très confortable et décoration soignée .
Les salles à disposition pour le bar , le petit déjeuner ou la détente sont extrémement agréables meublées avec beaucoup de goût .","Les mesures de précautions covid sont sans doute la raison d'un petit déjeuner indigne de l'hôtel : plateau à remporter soi même avec un sac boulangerie contenant un croissant et un petit pain , jus fruit bouteille seulement !
Aucune boisson à disposition dans le mini bar sauf 2 toutes petites bouteilles d'eau pour 3 nuits ! un peu chiche ! pour d'autres consommations il faut aller au bar ' masquée ce n'est pas très agréable )
Mais surtout être bien prévenu qu'il s'agit d'un hôtel "" geek "" puisque tout est commandé par une tablette dans la chambre ( ce n'est pas de mon âge mais surtout c'est très déshumanisé , aucune info pour des touristes ou notes personnelles .)","8,0",Hotel,París," 8,7 "
David,Francia,0,Zen,Propre silencieux et moderne,None,"8,0",Hotel,París," 8,7 "
Rachid,Suiza,0,Fantástico,Very nice and comfortable setup. Great use of technology to control the bedroom s settings.,None,"9,0",Hotel,París," 8,7 "
Lionel,Francia,0,Excepcional,3e fois au citizenM après celui de CDG et la Défense. L'accueil est excellent et le concept toujours aussi bien pensé.,Nothing,10,Hotel,París," 8,7 "
Philippe,Francia,0,Muy bien,"La petite particularité de l’établissement qu’il faut prendre l’ascenseur pour allez à la réception , le personnels courtois .
Avec une particularité les meubles son des reproductions à l’identique de grand non du désigner, un bon niveau de sécurité , le petit déjeuner est convenable , le petit plus dans la chambre il y a une tablette qui contrôle les lumières et la télé . 
Pour une question pratique quand vous êtes gare de lion allez au hall 1 est prendre la sortie centre gemma .","Comme le système d’ouverture de la chambre a vieillis , il bien poussé la porte d’entrée .
Quand je suis rentré dans le douche/wc , le sol craque que dans le wc et aussi le lavabo en plein milieu du couloir","8,0",Hotel,París," 8,7 "
Lionel69,Francia,0,Escapade Paris,"Comme d'habitude, c'est fonctionnel, le lobby est superbe et cosy, les chambres sont petites mais hyper bien pensée, on y dort bien, c'est bien insonorisé. Parfait !",Rien,"9,0",Hotel,París," 8,7 "
Line,Francia,0,Escale très modern-chic à l anglaise,"Tres bonne literie
Chambre très fonctionnelle
Décoration chic et moderne innovante
Deception: rooftop non ouvert",None,"9,0",Hotel,París," 8,7 "
Jonathan,Francia,0,"Hôtel spacieux, design et confortable","De vastes espaces à vivre, une décoration soignée, des chambres design, bien conçues et très silencieuses.",Les chambres sont un peu trop clinique malgré un design soigné. L’électronique omniprésent dans tous les domaines rend l’hôtel un peu froid malgré un vrai effort en terme de décoration et d’ergonomie.,"9,0",Hotel,París," 8,7 "
Laetitia,Francia,0,Excepcional,"Le personnel est très agréable et compétent ce n’
Le dising de le l’hôtel est magnifique, celui ci est très bien placé",Rien,10,Hotel,París," 8,7 "
Agnès,Francia,0,Je recommande sans modération,"Chambre hyper confortable. Lit extra. Calme, détente en plein coeur de Paris",None,10,Hotel,París," 8,7 "
Hugo,Francia,0,Muy bien,"L’emplacement est parfait, dans le centre et proche de la gare. Le personnel très chaleureux et à l’écoute et l’ambiance de l’hôtel.",La Domotique pouvait semblait être une bonne idée si elle marchait totalement,"8,0",Hotel,París," 8,7 "
Danielle,Francia,0,Un établissement incontournable,"L accueil et la disponibilité du personnel. 
Agit très rapidement si problème.",La porte de la chambre difficile à ouvrir malgré le pass. Obligé de descendre à l accuril pour signaler le problème.,"9,0",Hotel,París," 8,7 "
Alexandre,Francia,0,C'est parfait. Chambre petite mais fonctionnelle.,"Chambre fonctionnelle et connectée car on peut tout gérer par la tablette mise à disposition dans la chambre.
Regarder des films gratuitement.
L'accueil et la disponibilité du personnel de l'arrivée jusqu'au départ très tôt le matin. Continuez sur ce rythme. C'est parfait. Merci",Ne pas pouvoir couper la climatisation. Froid glacial dans la chambre à cause de la climatisation très forte même augmentée au maximum à 24°. On m'a expliqué que c'est comme ça car la chambre n'a pas de fenêtre et la climatisation joue le rôle de VMC.,"8,0",Hotel,París," 8,7 "
Richard,Francia,0,Très bon séjour,Très bon repas le soir,Rien,"8,0",Hotel,París," 8,7 "
Benjamin,Francia,0,La prochaine fois je prends plusieures nuits !,"La qualité de la literie, et le côté ""high-tech"" de la chambre. La vue et... Tout en fait",Absolument rien.,"9,0",Hotel,París," 8,7 "
Alice,Francia,0,"Pour un week-end, c'est parfait","Le choix de la chambre : sur quelle vue on souhaitait la chambre et si on la voulait plus haut en étage ou plus bas dans les étages. 
La facilité pour le check-in et le check-out 
Le confort du lit. La disponibilité de l'équipe. Le cadre. Le calme
La proximité avec la gare : en 2 min on est à la gare de Lyon",La salle de bain était un peu étroite mais tout va bien,"8,0",Hotel,París," 8,7 "
Alizée,Francia,0,Agréable mais dispositif électronique en panne,"J'ai beaucoup aimé le design et la décoration de l'hôtel.
Le personnel était très sympathique.
La douche est vraiment sublime et agréable.
Le lit est très confortable avec une jolie vue.","Tout le système électronique de la télé de ne marchait pas.
J'aurai aimé le savoir à l'avance car je n'aurai surement pas réservé dans cet hôtel.
En fait toute la communication de celui-ci est basé sur le fait que l'on peut ""Netflix & chill"" alors qu'en réalité non.
Impossible donc de caster quoi que ce soit depuis nos téléphones.
Obligés de regarder les films de leur catalogue mais celui-ci n'est pas récent et tous les films sont uniquement en anglais.
Bref, certes c'est une jolie chambre et confortable mais on ne peut que s'ennuyer à l'intérieur...","8,0",Hotel,París," 8,7 "
Arc,Francia,0,Super,"Accueil très chaleureux 
Emplacement idéal pour visiter",None,"8,0",Hotel,París," 8,7 "
Barbara,Francia,0,"Tres agréable, nous reviendrons","Le personnel adorable aux petits soins, le coin bar restaurant du 1er etage, le lit tres confortable, le choix de la chambre","Le bar sur le toit qui était fermé, le bruit très FORT des portes voisines qui s'ouvrent et se ferment.","8,0",Hotel,París," 8,7 "
Astrid,Francia,0,Agréable séjour. J y reviendrai,"Chambre connectée, proximité des moyens de transport, gare de lyon, propreté. Bémol petit déjeuner identique pour tous. Peuvent faire mieux d'autant que c est un 4 étoiles.",Le petit déjeuner n était pas en libre service et était identique pour tous. C est dommage !,"9,0",Hotel,París," 8,7 "
Hanene,Francia,0,Fantástico,Tout est bien le cadre idéal pour un couple pas loin de la gare ce qui est très bien,None,"9,0",Hotel,París," 8,7 "
Alexandre,Francia,0,Idéalement bien placé et hôtel très moderne et agréable,"La tablette qui permet de contrôler toute la chambre!
Le lit et la couette était très confortable
Douche très pratique","L'insonorisation de l'ouverture et fermeture des portes ( quand le voisin ouvre et ferme sa porte, nous pensions qu'il rentrait chez nous )",10,Hotel,París," 8,7 "
Isabelle,Francia,0,Excepcional,"L'emplacement tout près de la gare de Lyon, la tablette qui dirige tout à distance, on peut même choisir une ambiance lumineuse, le petit-déjeuner et la bagagerie.",Rien,10,Hotel,París," 8,7 "
Philippe,Francia,0,Excepcional,"L'accueil, le service, et le sourire de toute l'équipe...
Le confort et la fonctionnalité parfaite des chambres.","Un hotel trés agréable, et dont tout le fonctionnement est d'une efficacité remarquable alliant confort et service trés professionnel.
Toute l'équipe est à l'écoute du client et avec le sourire...
Sans retenue, je réserverai au CitizemM Gare de Lyon, à nouveau lors de mes déplacements parisiens.",10,Hotel,París," 8,7 "
Mks001,Guadalupe,0,Muy bien,"Hôtel avec une déco design et moderne,la chambre est petite avec un grand lit très confortable et une salle de bain avec des équipements de qualité,vous avez a disposition une tablette connecter qui permet de commander tout les options,TV,éclairage,choix de films,climatisation,etc...","Choix des films que en anglais,problème de connexion part moment avec la tablette connecter de la chambre.","8,0",Hotel,París," 8,7 "
Marlene,Francia,0,Fantástico,"Hôtel à proximité immédiate de la Gare de Lyon et du métro.
Ultra moderne et décoré avec goût. Des chambres plutôt spacieuses pour Paris et un lit king size extrêmement confortable. Un personnel professionnel et très accueillant. Un excellent rapport qualité prix.",None,"9,0",Hotel,París," 8,7 "
Valerie,Reunión,0,"excellent , je reviendrai","hôtel très bien tenu, moderne et personnel très agréable , vue de la chambre sur la tour Eiffel et la Seine , dommage que le roof top n'était pas encore ré ouvert",None,"8,0",Hotel,París," 8,7 "
Alain,Francia,0,Excepcional,None,"Très satisfait. Personnel très accueillant dans un hôtel à deux pas de la Gare de Lyon. Propreté, calme et confort de la literie au top ! A recommander.",10,Hotel,París," 8,7 "
